Demographic information
Total Reported,"35,985",100.00%,92.98%,"2,717",100.00%,7.02%,"38,702 100.00%"
Not Reported,"13,165","1,322","14,487"
Grand Total,"49,150","4,039","53,189"
Mean (average),1.62,1.22,1.59
Median (middle),1,1,1
Mode (most frequent),0,0,0
"",,Male,,,Female,,Total
Religious Affiliation,Count,Col%,Row%,Count,Col%,Row%,Total Col%
1 Islam,"3,056",12.02%,95.8%,134,4.04%,4.2%,"3,190 11.1%"
2 Catholic,"1,070",4.21%,89.24%,129,3.89%,10.76%,"1,199 4.17%"
3 Baptist,"8,742",34.4%,91.19%,845,25.49%,8.81%,"9,587 33.37%"
4 Methodist,246,0.97%,86.93%,37,1.12%,13.07%,283 0.99%
5 Episcopal,29,0.11%,90.63%,3,0.09%,9.38%,32 0.11%
6 Presbyterian,49,0.19%,98.0%,1,0.03%,2.0%,50 0.17%
7 Church Of God,243,0.96%,89.34%,29,0.87%,10.66%,272 0.95%
8 Holiness,350,1.38%,89.06%,43,1.3%,10.94%,393 1.37%
9 Jewish,123,0.48%,78.34%,34,1.03%,21.66%,157 0.55%
10 Anglican,21,0.08%,95.45%,1,0.03%,4.55%,22 0.08%
11 Greek Orthodox,8,0.03%,100.0%,,,,8 0.03%
12 Hindu,24,0.09%,100.0%,,,,24 0.08%
13 Buddhist,57,0.22%,89.06%,7,0.21%,10.94%,64 0.22%
14 Taoist,7,0.03%,100.0%,,,,7 0.02%
15 Shintoist,5,0.02%,100.0%,,,,5 0.02%
16 Seventh Day Adventist,72,0.28%,82.76%,15,0.45%,17.24%,87 0.3%
17 Jehovah Witness,252,0.99%,89.36%,30,0.9%,10.64%,282 0.98%
18 Latter Day Saints,28,0.11%,82.35%,6,0.18%,17.65%,34 0.12%
19 Quaker,1,0.01%,100.0%,,,,1 0.01%
20 Other Prot,923,3.63%,98.82%,11,0.33%,1.18%,934 3.25%
21 Messianic Judaism,122,0.48%,40.13%,182,5.49%,59.87%,304 1.06%
22 Asatru-Odinism,12,0.05%,100.0%,,,,12 0.04%
23 Hebrew Israelite,160,0.63%,96.97%,5,0.15%,3.03%,165 0.57%
24 Nation Of Islam,78,0.31%,73.58%,28,0.84%,26.42%,106 0.37%
25 Native American,28,0.11%,90.32%,3,0.09%,9.68%,31 0.11%
26 Pagan,25,0.1%,80.65%,6,0.18%,19.35%,31 0.11%
27 Pentecostal,110,0.43%,75.86%,35,1.06%,24.14%,145 0.5%
28 Rastafari,25,0.1%,75.76%,8,0.24%,24.24%,33 0.11%
Religious Affiliation,Count,Col%,Row%,Count,Col%,Row%,Total,Col%
29Wiccan,48,0.19%,70.59%,20,0.6%,29.41%,68,0.24%
30No Religion,"1,544",6.08%,92.68%,122,3.68%,7.32%,"1,666",5.8%
31Christian - Unspecified,"6,921",27.23%,81.45%,"1,576",47.54%,18.55%,"8,497",29.58%
96None,"1,035",4.07%,99.52%,5,0.15%,0.48%,"1,040",3.62%
Total Reported,"25,414",100.00%,88.46%,"3,315",100.00%,11.54%,"28,729",100.00%
Not Reported,"23,736",724,"24,460"
Grand Total,"49,150","4,039","53,189"
Mode (most frequent),Baptist,Christian - Unspecified,Baptist
Home County,Count,Col%,Row%,Count,Col%,Row%,Total,Col%
000Unknown,"7,087",14.42%,92.54%,571,14.14%,7.46%,"7,658",14.4%
001Appling County,148,0.3%,91.36%,14,0.35%,8.64%,162,0.3%
002Atkinson County,43,0.09%,91.49%,4,0.1%,8.51%,47,0.09%
003Bacon County,69,0.14%,87.34%,10,0.25%,12.66%,79,0.15%
004Baker County,26,0.05%,92.86%,2,0.05%,7.14%,28,0.05%
005Baldwin County,320,0.65%,90.91%,32,0.79%,9.09%,352,0.66%
006Banks County,90,0.18%,94.74%,5,0.12%,5.26%,95,0.18%
007Barrow County,312,0.63%,89.91%,35,0.87%,10.09%,347,0.65%
008Bartow County,454,0.92%,89.55%,53,1.31%,10.45%,507,0.95%
009Ben Hill County,196,0.4%,90.32%,21,0.52%,9.68%,217,0.41%
010Berrien County,99,0.2%,86.84%,15,0.37%,13.16%,114,0.21%
011Bibb County,"1,013",2.06%,95.57%,47,1.16%,4.43%,"1,060",1.99%
012Bleckley County,62,0.13%,82.67%,13,0.32%,17.33%,75,0.14%
013Brantley County,72,0.15%,84.71%,13,0.32%,15.29%,85,0.16%
014Brooks County,149,0.3%,97.39%,4,0.1%,2.61%,153,0.29%
015Bryan County,120,0.24%,90.91%,12,0.3%,9.09%,132,0.25%
016Bulloch County,387,0.79%,93.25%,28,0.69%,6.75%,415,0.78%
017Burke County,218,0.44%,94.37%,13,0.32%,5.63%,231,0.43%
018Butts County,159,0.32%,93.53%,11,0.27%,6.47%,170,0.32%
019Calhoun County,87,0.18%,97.75%,2,0.05%,2.25%,89,0.17%
020Camden County,128,0.26%,93.43%,9,0.22%,6.57%,137,0.26%
021Candler County,78,0.16%,89.66%,9,0.22%,10.34%,87,0.16%
022Carroll County,534,1.09%,89.15%,65,1.61%,10.85%,599,1.13%
023Catoosa County,213,0.43%,85.2%,37,0.92%,14.8%,250,0.47%
024Charlton County,33,0.07%,86.84%,5,0.12%,13.16%,38,0.07%
025Chatham County,"1,411",2.87%,95.47%,67,1.66%,4.53%,"1,478",2.78%
026Chattahoochee County,14,0.03%,100.0%,,,,14,0.03%
Home County,Count,Col%,Row%,Count,Col%,Row%,Total,Col%
027Chattooga County,150,0.31%,82.87%,31,0.77%,17.13%,181,0.34%
028Cherokee County,381,0.78%,88.6%,49,1.21%,11.4%,430,0.81%
029Clarke County,470,0.96%,92.16%,40,0.99%,7.84%,510,0.96%
030Clay County,25,0.05%,86.21%,4,0.1%,13.79%,29,0.05%
031Clayton County,"1,322",2.69%,93.16%,97,2.4%,6.84%,"1,419",2.67%
032Clinch County,39,0.08%,95.12%,2,0.05%,4.88%,41,0.08%
033Cobb County,"1,442",2.93%,93.45%,101,2.5%,6.55%,"1,543",2.9%
034Coffee County,477,0.97%,95.4%,23,0.57%,4.6%,500,0.94%
035Colquitt County,217,0.44%,94.35%,13,0.32%,5.65%,230,0.43%
036Columbia County,316,0.64%,91.07%,31,0.77%,8.93%,347,0.65%
037Cook County,147,0.3%,93.63%,10,0.25%,6.37%,157,0.3%
038Coweta County,466,0.95%,91.73%,42,1.04%,8.27%,508,0.96%
039Crawford County,52,0.11%,88.14%,7,0.17%,11.86%,59,0.11%
040Crisp County,250,0.51%,93.63%,17,0.42%,6.37%,267,0.5%
041Dade County,54,0.11%,93.1%,4,0.1%,6.9%,58,0.11%
042Dawson County,95,0.19%,87.16%,14,0.35%,12.84%,109,0.2%
043Decatur County,282,0.57%,91.26%,27,0.67%,8.74%,309,0.58%
044Dekalb County,"2,461",5.01%,94.8%,135,3.34%,5.2%,"2,596",4.88%
045Dodge County,129,0.26%,97.73%,3,0.07%,2.27%,132,0.25%
046Dooly County,136,0.28%,93.79%,9,0.22%,6.21%,145,0.27%
047Dougherty County,616,1.25%,94.92%,33,0.82%,5.08%,649,1.22%
048Douglas County,499,1.02%,92.41%,41,1.02%,7.59%,540,1.02%
049Early County,55,0.11%,94.83%,3,0.07%,5.17%,58,0.11%
050Echols County,13,0.03%,100.0%,,,,13,0.02%
051Effingham County,202,0.41%,86.7%,31,0.77%,13.3%,233,0.44%
052Elbert County,120,0.24%,91.6%,11,0.27%,8.4%,131,0.25%
053Emanuel County,183,0.37%,94.82%,10,0.25%,5.18%,193,0.36%
Home County,Count,Col%,Row%,Count,Col%,Row%,Total,Col%
054Evans County,78,0.16%,90.7%,8,0.2%,9.3%,86,0.16%
055Fannin County,96,0.2%,88.07%,13,0.32%,11.93%,109,0.2%
056Fayette County,181,0.37%,90.95%,18,0.45%,9.05%,199,0.37%
057Floyd County,660,1.34%,88.83%,83,2.05%,11.17%,743,1.4%
058Forsyth County,190,0.39%,87.16%,28,0.69%,12.84%,218,0.41%
059Franklin County,135,0.27%,88.82%,17,0.42%,11.18%,152,0.29%
060Fulton County,"4,168",8.48%,94.11%,261,6.46%,5.89%,"4,429",8.33%
061Gilmer County,98,0.2%,86.73%,15,0.37%,13.27%,113,0.21%
062Glascock County,8,0.02%,88.89%,1,0.02%,11.11%,9,0.02%
063Glynn County,387,0.79%,93.7%,26,0.64%,6.3%,413,0.78%
064Gordon County,266,0.54%,86.08%,43,1.06%,13.92%,309,0.58%
065Grady County,155,0.32%,90.64%,16,0.4%,9.36%,171,0.32%
066Greene County,84,0.17%,90.32%,9,0.22%,9.68%,93,0.17%
067Gwinnett County,"1,719",3.5%,92.72%,135,3.34%,7.28%,"1,854",3.49%
068Habersham County,122,0.25%,82.43%,26,0.64%,17.57%,148,0.28%
069Hall County,586,1.19%,91.71%,53,1.31%,8.29%,639,1.2%
070Hancock County,61,0.12%,96.83%,2,0.05%,3.17%,63,0.12%
071Haralson County,146,0.3%,91.82%,13,0.32%,8.18%,159,0.3%
072Harris County,124,0.25%,91.18%,12,0.3%,8.82%,136,0.26%
073Hart County,133,0.27%,95.68%,6,0.15%,4.32%,139,0.26%
074Heard County,65,0.13%,94.2%,4,0.1%,5.8%,69,0.13%
075Henry County,717,1.46%,90.42%,76,1.88%,9.58%,793,1.49%
076Houston County,673,1.37%,90.7%,69,1.71%,9.3%,742,1.4%
077Irwin County,65,0.13%,95.59%,3,0.07%,4.41%,68,0.13%
078Jackson County,281,0.57%,90.94%,28,0.69%,9.06%,309,0.58%
079Jasper County,83,0.17%,94.32%,5,0.12%,5.68%,88,0.17%
080Jeff Davis County,73,0.15%,87.95%,10,0.25%,12.05%,83,0.16%
Home County,Count,Col%,Row%,Count,Col%,Row%,Total,Col%
081Jefferson County,171,0.35%,92.93%,13,0.32%,7.07%,184,0.35%
082Jenkins County,122,0.25%,95.31%,6,0.15%,4.69%,128,0.24%
083Johnson County,94,0.19%,96.91%,3,0.07%,3.09%,97,0.18%
084Jones County,101,0.21%,90.99%,10,0.25%,9.01%,111,0.21%
085Lamar County,90,0.18%,88.24%,12,0.3%,11.76%,102,0.19%
086Lanier County,69,0.14%,95.83%,3,0.07%,4.17%,72,0.14%
087Laurens County,283,0.58%,91.0%,28,0.69%,9.0%,311,0.58%
088Lee County,105,0.21%,88.98%,13,0.32%,11.02%,118,0.22%
089Liberty County,235,0.48%,93.63%,16,0.4%,6.37%,251,0.47%
090Lincoln County,43,0.09%,95.56%,2,0.05%,4.44%,45,0.08%
091Long County,61,0.12%,92.42%,5,0.12%,7.58%,66,0.12%
092Lowndes County,457,0.93%,95.21%,23,0.57%,4.79%,480,0.9%
093Lumpkin County,76,0.15%,83.52%,15,0.37%,16.48%,91,0.17%
094Macon County,63,0.13%,92.65%,5,0.12%,7.35%,68,0.13%
095Madison County,159,0.32%,88.33%,21,0.52%,11.67%,180,0.34%
096Marion County,52,0.11%,88.14%,7,0.17%,11.86%,59,0.11%
097Mcduffie County,154,0.31%,92.77%,12,0.3%,7.23%,166,0.31%
098Mcintosh County,60,0.12%,90.91%,6,0.15%,9.09%,66,0.12%
099Meriwether County,181,0.37%,92.35%,15,0.37%,7.65%,196,0.37%
100Miller County,30,0.06%,93.75%,2,0.05%,6.25%,32,0.06%
101Mitchell County,143,0.29%,91.67%,13,0.32%,8.33%,156,0.29%
102Monroe County,138,0.28%,93.88%,9,0.22%,6.12%,147,0.28%
103Montgomery County,126,0.26%,90.65%,13,0.32%,9.35%,139,0.26%
104Morgan County,97,0.2%,93.27%,7,0.17%,6.73%,104,0.2%
105Murray County,231,0.47%,86.52%,36,0.89%,13.48%,267,0.5%
106Muscogee County,976,1.99%,94.03%,62,1.54%,5.97%,"1,038",1.95%
107Newton County,585,1.19%,90.98%,58,1.44%,9.02%,643,1.21%
Home County,Count,Col%,Row%,Count,Col%,Row%,Total,Col%
108Oconee County,49,0.1%,79.03%,13,0.32%,20.97%,62,0.12%
109Oglethorpe County,68,0.14%,95.77%,3,0.07%,4.23%,71,0.13%
110Paulding County,327,0.67%,89.84%,37,0.92%,10.16%,364,0.68%
111Peach County,116,0.24%,95.87%,5,0.12%,4.13%,121,0.23%
112Pickens County,96,0.2%,90.57%,10,0.25%,9.43%,106,0.2%
113Pierce County,117,0.24%,91.41%,11,0.27%,8.59%,128,0.24%
114Pike County,45,0.09%,86.54%,7,0.17%,13.46%,52,0.1%
115Polk County,245,0.5%,91.08%,24,0.59%,8.92%,269,0.51%
116Pulaski County,76,0.15%,90.48%,8,0.2%,9.52%,84,0.16%
117Putnam County,118,0.24%,92.91%,9,0.22%,7.09%,127,0.24%
118Quitman County,9,0.02%,100.0%,,,,9,0.02%
119Rabun County,32,0.07%,86.49%,5,0.12%,13.51%,37,0.07%
120Randolph County,50,0.1%,83.33%,10,0.25%,16.67%,60,0.11%
121Richmond County,"1,561",3.18%,94.49%,91,2.25%,5.51%,"1,652",3.11%
122Rockdale County,347,0.71%,91.56%,32,0.79%,8.44%,379,0.71%
123Schley County,15,0.03%,93.75%,1,0.02%,6.25%,16,0.03%
124Screven County,94,0.19%,91.26%,9,0.22%,8.74%,103,0.19%
125Seminole County,61,0.12%,88.41%,8,0.2%,11.59%,69,0.13%
126Spalding County,385,0.78%,92.33%,32,0.79%,7.67%,417,0.78%
127Stephens County,119,0.24%,92.25%,10,0.25%,7.75%,129,0.24%
128Stewart County,28,0.06%,100.0%,,,,28,0.05%
129Sumter County,193,0.39%,95.54%,9,0.22%,4.46%,202,0.38%
130Talbot County,37,0.08%,94.87%,2,0.05%,5.13%,39,0.07%
131Taliaferro County,9,0.02%,81.82%,2,0.05%,18.18%,11,0.02%
132Tattnall County,197,0.4%,92.06%,17,0.42%,7.94%,214,0.4%
133Taylor County,33,0.07%,86.84%,5,0.12%,13.16%,38,0.07%
134Telfair County,96,0.2%,87.27%,14,0.35%,12.73%,110,0.21%
"",,Male,,,Female,,Total
Home County,Count,Col%,Row%,Count,Col%,Row%,Total Col%
135  Terrell County,49,0.1%,98.0%,1,0.02%,2.0%,50 0.09%
136 Thomas County,197,0.4%,92.49%,16,0.4%,7.51%,213 0.4%
137 Tift County,246,0.5%,95.72%,11,0.27%,4.28%,257 0.48%
138 Toombs County,253,0.51%,94.05%,16,0.4%,5.95%,269 0.51%
139 Towns County,19,0.04%,65.52%,10,0.25%,34.48%,29 0.05%
140  Treutlen County,58,0.12%,89.23%,7,0.17%,10.77%,65 0.12%
141 Troup County,492,1.0%,93.01%,37,0.92%,6.99%,529 0.99%
142 Turner County,69,0.14%,97.18%,2,0.05%,2.82%,71 0.13%
143 Twiggs County,47,0.1%,90.38%,5,0.12%,9.62%,52 0.1%
144 Union County,82,0.17%,94.25%,5,0.12%,5.75%,87 0.16%
145  Upson County,164,0.33%,91.62%,15,0.37%,8.38%,179 0.34%
146 Walker County,327,0.67%,91.09%,32,0.79%,8.91%,359 0.67%
147 Walton County,428,0.87%,92.44%,35,0.87%,7.56%,463 0.87%
148 Ware County,285,0.58%,89.91%,32,0.79%,10.09%,317 0.6%
149 Warren County,29,0.06%,82.86%,6,0.15%,17.14%,35 0.07%
150  Washington County,178,0.36%,94.68%,10,0.25%,5.32%,188 0.35%
151 Wayne County,171,0.35%,85.5%,29,0.72%,14.5%,200 0.38%
152 Webster County,11,0.02%,84.62%,2,0.05%,15.38%,13 0.02%
153 Wheeler County,100,0.2%,98.04%,2,0.05%,1.96%,102 0.19%
154 White County,85,0.17%,86.73%,13,0.32%,13.27%,98 0.18%
155  Whitfield County,589,1.2%,88.84%,74,1.83%,11.16%,663 1.25%
156 Wilcox County,56,0.11%,88.89%,7,0.17%,11.11%,63 0.12%
157 Wilkes County,63,0.13%,94.03%,4,0.1%,5.97%,67 0.13%
158 Wilkinson County,47,0.1%,95.92%,2,0.05%,4.08%,49 0.09%
159 Worth County,102,0.21%,91.89%,9,0.22%,8.11%,111 0.21%
999 Other Custody/Out Of,103,0.21%,97.17%,3,0.07%,2.83%,106 0.2%
State,,,,,,,
Total Reported,"49,150",100.00%,92.41%,"4,039",100.00%,7.59%,"53,189 100.00%"
Not Reported,0,0,0
Grand Total,"49,150","4,039","53,189"
Mode (most frequent),Fulton County,Fulton County,Fulton County
Employment Status,Count,Col%,Row%,Count,Col%,Row%,Total,Col%
01Full Time,"9,718",44.97%,96.15%,389,34.12%,3.85%,"10,107",44.42%
02Part Time,"1,564",7.24%,94.27%,95,8.33%,5.73%,"1,659",7.29%
03Unempl < 6M,"1,419",6.57%,98.47%,22,1.93%,1.53%,"1,441",6.33%
04Unempl > 6M,"5,169",23.92%,92.8%,401,35.18%,7.2%,"5,570",24.48%
05Never Worked,"2,427",11.23%,96.16%,97,8.51%,3.84%,"2,524",11.09%
06Student,519,2.4%,97.19%,15,1.32%,2.81%,534,2.35%
07Incapable,795,3.68%,86.79%,121,10.61%,13.21%,916,4.03%
Total Reported,"21,611",100.00%,94.99%,"1,140",100.00%,5.01%,"22,751",100.00%
Not Reported,"27,539","2,899","30,438"
Grand Total,"49,150","4,039","53,189"
Mode (most frequent),Full Time,Unempl > 6M,Full Time
Age At Admission,Count,Col%,Row%,Count,Col%,Row%,Total,Col%
13,1,0.01%,100.0%,,,,1,0.01%
14,4,0.01%,100.0%,,,,4,0.01%
15,23,0.05%,100.0%,,,,23,0.04%
16,82,0.17%,97.62%,2,0.05%,2.38%,84,0.16%
17,366,0.74%,94.09%,23,0.57%,5.91%,389,0.73%
18,"1,070",2.18%,97.01%,33,0.82%,2.99%,"1,103",2.07%
19,"1,423",2.9%,96.54%,51,1.26%,3.46%,"1,474",2.77%
20,"1,672",3.4%,95.65%,76,1.88%,4.35%,"1,748",3.29%
21,"1,697",3.45%,95.88%,73,1.81%,4.12%,"1,770",3.33%
22,"1,778",3.62%,93.83%,117,2.9%,6.17%,"1,895",3.56%
23,"1,742",3.54%,94.01%,111,2.75%,5.99%,"1,853",3.48%
24,"1,706",3.47%,92.57%,137,3.39%,7.43%,"1,843",3.47%
25,"1,653",3.36%,93.07%,123,3.05%,6.93%,"1,776",3.34%
26,"1,663",3.38%,93.85%,109,2.7%,6.15%,"1,772",3.33%
27,"1,593",3.24%,92.78%,124,3.07%,7.22%,"1,717",3.23%
28,"1,560",3.17%,92.91%,119,2.95%,7.09%,"1,679",3.16%
29,"1,594",3.24%,91.4%,150,3.71%,8.6%,"1,744",3.28%
30,"1,553",3.16%,92.11%,133,3.29%,7.89%,"1,686",3.17%
31,"1,535",3.12%,91.64%,140,3.47%,8.36%,"1,675",3.15%
32,"1,531",3.12%,89.53%,179,4.43%,10.47%,"1,710",3.22%
33,"1,565",3.18%,90.72%,160,3.96%,9.28%,"1,725",3.24%
34,"1,505",3.06%,90.72%,154,3.81%,9.28%,"1,659",3.12%
35,"1,482",3.02%,92.05%,128,3.17%,7.95%,"1,610",3.03%
36,"1,387",2.82%,91.01%,137,3.39%,8.99%,"1,524",2.87%
37,"1,305",2.66%,89.81%,148,3.66%,10.19%,"1,453",2.73%
38,"1,302",2.65%,91.3%,124,3.07%,8.7%,"1,426",2.68%
39,"1,267",2.58%,90.89%,127,3.14%,9.11%,"1,394",2.62%
40,"1,164",2.37%,91.51%,108,2.67%,8.49%,"1,272",2.39%
Age At Admission,Count,Col%,Row%,Count,Col%,Row%,Total,Col%
41,"1,164",2.37%,90.94%,116,2.87%,9.06%,"1,280",2.41%
42,"1,030",2.1%,91.15%,100,2.48%,8.85%,"1,130",2.12%
43,992,2.02%,91.34%,94,2.33%,8.66%,"1,086",2.04%
44,951,1.93%,91.71%,86,2.13%,8.29%,"1,037",1.95%
45,889,1.81%,90.53%,93,2.3%,9.47%,982,1.85%
46,838,1.71%,90.89%,84,2.08%,9.11%,922,1.73%
47,737,1.5%,90.88%,74,1.83%,9.12%,811,1.52%
48,656,1.33%,90.61%,68,1.68%,9.39%,724,1.36%
49,621,1.26%,92.14%,53,1.31%,7.86%,674,1.27%
50,579,1.18%,92.49%,47,1.16%,7.51%,626,1.18%
51,522,1.06%,90.63%,54,1.34%,9.38%,576,1.08%
52,475,0.97%,92.59%,38,0.94%,7.41%,513,0.96%
53,506,1.03%,90.36%,54,1.34%,9.64%,560,1.05%
54,428,0.87%,91.65%,39,0.97%,8.35%,467,0.88%
55,436,0.89%,92.18%,37,0.92%,7.82%,473,0.89%
56,346,0.7%,92.02%,30,0.74%,7.98%,376,0.71%
57,378,0.77%,93.33%,27,0.67%,6.67%,405,0.76%
58,309,0.63%,93.35%,22,0.54%,6.65%,331,0.62%
59,326,0.66%,91.57%,30,0.74%,8.43%,356,0.67%
60,243,0.49%,91.01%,24,0.59%,8.99%,267,0.5%
61,228,0.46%,91.94%,20,0.5%,8.06%,248,0.47%
62,215,0.44%,93.89%,14,0.35%,6.11%,229,0.43%
63,179,0.36%,92.75%,14,0.35%,7.25%,193,0.36%
64,162,0.33%,95.29%,8,0.2%,4.71%,170,0.32%
65,134,0.27%,95.04%,7,0.17%,4.96%,141,0.27%
66,111,0.23%,94.87%,6,0.15%,5.13%,117,0.22%
67,81,0.16%,96.43%,3,0.07%,3.57%,84,0.16%
68,69,0.14%,95.83%,3,0.07%,4.17%,72,0.14%
"",,Male,,,Female,,Total
Age At Admission,Count,Col%,Row%,Count,Col%,Row%,Total Col%
69,66,0.13%,95.65%,3,0.07%,4.35%,69 0.13%
70,44,0.09%,95.65%,2,0.05%,4.35%,46 0.09%
71,54,0.11%,96.43%,2,0.05%,3.57%,56 0.11%
72,33,0.07%,100.0%,,,,33 0.06%
73,17,0.03%,100.0%,,,,17 0.03%
74,23,0.05%,95.83%,1,0.02%,4.17%,24 0.05%
75,17,0.03%,100.0%,,,,17 0.03%
76,15,0.03%,100.0%,,,,15 0.03%
77,8,0.02%,100.0%,,,,8 0.02%
78,9,0.02%,100.0%,,,,9 0.02%
79,6,0.01%,100.0%,,,,6 0.01%
80,7,0.01%,100.0%,,,,7 0.01%
81,9,0.02%,100.0%,,,,9 0.02%
82,4,0.01%,100.0%,,,,4 0.01%
83,3,0.01%,100.0%,,,,3 0.01%
84,2,0.01%,100.0%,,,,2 0.01%
86,4,0.01%,100.0%,,,,4 0.01%
Total Reported,"49,149",100.00%,92.41%,"4,039",100.00%,7.59%,"53,188 100.00%"
Not Reported,1,0,1
Grand Total,"49,150","4,039","53,189"
Mean (average),34.55,35.92,34.66
Median (middle),33,35,33
Mode (most frequent),22,32,22
Height,Count,Col%,Row%,Count,Col%,Row%,Total,Col%
